gene_id,description_gff,source_sheet,umbrella,subcategory,seqid,homology_evidence,evidence_tier,nucleotide_groups,nucleotide_taxa,nucleotide_max_identity,nucleotide_max_query_coverage,protein_support,contrast_label,oriented_log2FC,padj,status,higher_expression_condition
LOC126316821,dedicator of cytokinesis protein 11-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,1.9313211885442887,0.3935861302905152,N.S.,Not significant
LOC126316821,dedicator of cytokinesis protein 11-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,-0.8715015066157179,0.9189863183629128,N.S.,Not significant
LOC126316821,dedicator of cytokinesis protein 11-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-2.8028226951600064,0.6457571046805051,N.S.,Not significant
LOC126316821,dedicator of cytokinesis protein 11-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,1.3572664645122277,0.7305330811917827,N.S.,Not significant
LOC126316821,dedicator of cytokinesis protein 11-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,0.6457115354945668,0.9077054229524943,N.S.,Not significant
LOC126316821,dedicator of cytokinesis protein 11-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.2765979783383605,1,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,2.328480130780717,0.34676779855158124,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,-0.11931109780438716,0.9864554074768884,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-2.447791228585104,0.6457571046805051,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-0.23774448572231763,0.9623383325949392,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.368086112780074,0.951173170158594,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.11736992980401846,1,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Infected: diet 50 vs 33,3.405274846896406,0.26108731150515213,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Infected: diet 83 vs 33,8.024186016793186,0.00730612281660073,Upregulated,Infected diet 83
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Infected: diet 83 vs 50,4.618911169896782,0.6457571046805051,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Diet 33: infected vs control,-3.2047559033852897,0.4665890180417236,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Diet 50: infected vs control,-2.611350693802559,0.84385521358725,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Diet 83: infected vs control,6.01491111818195,0.19583133045048737,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.621415153643811,0.2605810605552209,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,8.306813079272704,0.00852387657009884,Upregulated,Infected diet 83
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,4.685397925628892,0.6457571046805051,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-3.2044258670689714,0.48353995129429145,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.891973673306886,0.84385521358725,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,6.184669966650436,0.1982799403253088,N.S.,Not significant
