"gene_id","Infection within diets","Head phase DEGs","Thorax phase DEGs","intersection"
"LOC126267091",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267104",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267107",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267112",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267114",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267115",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267118",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267142",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267143",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267148",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267152",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267154",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267162",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267163",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267165",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267179",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267190",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267203",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267215",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267216",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267222",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267226",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267228",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267242",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267249",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267253",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126267256",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267259",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267263",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267271",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267274",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267280",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267295",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267313",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267315",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267333",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267342",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267343",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267350",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267355",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267358",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267362",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267364",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267368",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267391",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267400",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267409",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267421",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267422",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126267432",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267442",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267451",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267452",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267464",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267466",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267468",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267471",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267473",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126267477",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267478",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267501",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267523",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267527",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267530",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267535",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267545",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267550",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267553",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267554",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267556",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267567",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267568",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126267575",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267588",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267589",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267603",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267621",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267627",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267628",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267629",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267652",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267664",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267691",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267730",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267750",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267754",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267755",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267757",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267787",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267806",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267837",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267838",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126267869",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267873",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267876",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267881",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267904",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267936",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126267952",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126267970",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267971",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267979",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126267980",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126267981",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126267982",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267984",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267985",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126267997",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268002",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268014",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268015",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268028",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268030",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268031",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268032",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126268046",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126268068",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268069",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268070",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268088",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268096",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126268098",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126268099",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126268104",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268126",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268128",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268132",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268133",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268138",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268144",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126268148",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126268151",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268155",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268164",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268194",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268199",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268200",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268205",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268218",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268219",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268220",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268224",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126268335",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268397",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268521",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268633",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126268712",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126268728",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126268831",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269044",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126269255",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269352",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269384",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269400",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269416",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269432",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126269449",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126269762",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126269996",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126270012",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126270294",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126270526",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126270553",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126270657",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271206",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126271434",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271480",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271496",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271532",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271618",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271634",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271709",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126271720",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271849",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126271850",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126271851",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126271867",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126271872",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271877",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126271895",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126271900",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271903",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126271905",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126271906",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126271907",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271917",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271923",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126271928",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271938",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126271945",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271949",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126271954",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126271955",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271968",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271975",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271983",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126271984",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272026",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272032",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272037",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272038",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272040",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272046",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272055",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272063",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272080",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272081",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272082",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272085",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272087",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272090",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272096",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272116",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272125",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272126",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272129",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272133",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272136",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272139",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272143",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272144",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272149",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272157",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272159",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126272178",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272185",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272210",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272239",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272241",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272250",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272252",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272253",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272276",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272283",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272289",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126272290",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
"LOC126272296",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272301",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272307",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272310",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272312",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272317",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272321",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126272322",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272336",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272338",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272341",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272353",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272361",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272362",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272363",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126272370",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272382",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272386",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272393",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272395",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272397",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272399",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272404",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272414",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272419",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126272436",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272438",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272450",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272458",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272463",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272466",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272470",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272473",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272475",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272507",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272508",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272510",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272511",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272512",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272513",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272517",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272524",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272531",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272535",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272541",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272555",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272556",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272560",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272566",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272572",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272573",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272576",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272582",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272584",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272587",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272588",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272589",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272598",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272599",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272608",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272609",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272618",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272626",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272661",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272678",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272690",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272691",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272702",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272708",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272715",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272718",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272722",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272724",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272725",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272732",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272743",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272746",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272749",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272750",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272753",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272754",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272758",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272767",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272786",FALSE,TRUE,FALSE,"Head phase DEGs"
"LOC126272787",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272801",TRUE,FALSE,TRUE,"Infection within diets + Thorax phase DEGs"
"LOC126272812",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272823",FALSE,TRUE,TRUE,"Head phase DEGs + Thorax phase DEGs"
"LOC126272831",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272836",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272849",FALSE,FALSE,TRUE,"Thorax phase DEGs"
"LOC126272850",TRUE,FALSE,FALSE,"Infection within diets"
"LOC126272858",TRUE,TRUE,FALSE,"Infection within diets + Head phase DEGs"
"LOC126272860",TRUE,TRUE,TRUE,"Infection within diets + Head phase DEGs + Thorax phase DEGs"
