"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko00630","Glyoxylate and dicarboxylate metabolism","8/275","8/560",1,2.03636363636364,2.89759338604126,0.00320880286730563,0.0476383810299989,0.0476383810299989,"LOC126323251/LOC126365941/LOC126325353/LOC126267350/LOC126334596/LOC126267535/LOC126336244/LOC126293404",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00670","One carbon pool by folate","8/275","8/560",1,2.03636363636364,2.89759338604126,0.00320880286730563,0.0476383810299989,0.0476383810299989,"LOC126323251/LOC126325353/LOC126267222/LOC126266788/LOC126354610/LOC126293737/LOC126297511/LOC126293404",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko03030","DNA replication","8/275","8/560",1,2.03636363636364,2.89759338604126,0.00320880286730563,0.0476383810299989,0.0476383810299989,"LOC126293483/LOC126335481/LOC126281396/LOC126356254/LOC126336750/LOC126284030/LOC126359832/LOC126284296",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Genetic information processing","Core metabolism or cross-domain"
"ko00010","Glycolysis / Gluconeogenesis","9/275","10/560",0.9,1.83272727272727,2.60778188769416,0.00877730259580078,0.105876212561847,0.105876212561847,"LOC126281954/LOC126297871/LOC126350022/LOC126278052/LOC126281958/LOC126281446/LOC126284898/LOC126266840/LOC126358586",9,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00051","Fructose and mannose metabolism","9/275","10/560",0.9,1.83272727272727,2.60778188769416,0.00877730259580078,0.105876212561847,0.105876212561847,"LOC126281438/LOC126283960/LOC126357545/LOC126355949/LOC126281974/LOC126281958/LOC126283957/LOC126281399/LOC126284898",9,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00280","Valine, leucine and isoleucine degradation","9/275","10/560",0.9,1.83272727272727,2.60778188769416,0.00877730259580078,0.105876212561847,0.105876212561847,"LOC126335256/LOC126354727/LOC126350022/LOC126299549/LOC126336244/LOC126275659/LOC126281446/LOC126336251/LOC126266840",9,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04110","Cell cycle","14/275","18/560",0.777777777777778,1.58383838383838,2.47103600777823,0.0116132657907645,0.131844723389268,0.131844723389268,"LOC126279111/LOC126272743/LOC126326589/LOC126293483/LOC126284276/LOC126266967/LOC126282371/LOC126279072/LOC126356254/LOC126336750/LOC126284030/LOC126354268/LOC126281636/LOC126284310",14,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko00710","Carbon fixation by Calvin cycle","6/275","6/560",1,2.03636363636364,2.5048558027787,0.0136361214008973,0.146209523909621,0.146209523909621,"LOC126336122/LOC126272037/LOC126336866/LOC126281958/LOC126299542/LOC126284898",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00030","Pentose phosphate pathway","9/275","11/560",0.818181818181818,1.66611570247934,2.18982627639906,0.0274315033454129,0.270487619232798,0.270487619232798,"LOC126297494/LOC126281532/LOC126329483/LOC126281958/LOC126284812/LOC126299542/LOC126267019/LOC126284898/LOC126284811",9,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00340","Histidine metabolism","5/275","5/560",1,2.03636363636364,2.28454910631499,0.0280298051018444,0.270487619232798,0.270487619232798,"LOC126272393/LOC126350022/LOC126335010/LOC126281446/LOC126266840",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00071","Fatty acid degradation","7/275","8/560",0.875,1.78181818181818,2.18590378245218,0.030507573529458,0.280379128151685,0.280379128151685,"LOC126281954/LOC126350022/LOC126336244/LOC126275659/LOC126281446/LOC126336251/LOC126266840",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00561","Glycerolipid metabolism","10/275","13/560",0.769230769230769,1.56643356643357,2.02804139490367,0.0384979974272973,0.310105826507315,0.310105826507315,"LOC126283960/LOC126357545/LOC126272584/LOC126323656/LOC126350022/LOC126356100/LOC126283957/LOC126298779/LOC126281446/LOC126266840",10,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00790","Folate biosynthesis","10/275","13/560",0.769230769230769,1.56643356643357,2.02804139490367,0.0384979974272973,0.310105826507315,0.310105826507315,"LOC126283960/LOC126357545/LOC126365911/LOC126360985/LOC126285375/LOC126331446/LOC126269845/LOC126283957/LOC126297511/LOC126284296",10,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00260","Glycine, serine and threonine metabolism","13/275","18/560",0.722222222222222,1.47070707070707,1.99221934191117,0.0385623825708578,0.310105826507315,0.310105826507315,"LOC126281672/LOC126365930/LOC126354727/LOC126350022/LOC126335010/LOC126323251/LOC126325353/LOC126295405/LOC126329483/LOC126267350/LOC126293368/LOC126266840/LOC126293404",13,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00053","Ascorbate and aldarate metabolism","14/275","20/560",0.7,1.42545454545455,1.90160848560788,0.0459909086669409,0.337418031576575,0.337418031576575,"LOC126281562/LOC126350022/LOC126336628/LOC126266939/LOC126277892/LOC126341237/LOC126272831/LOC126272928/LOC126281446/LOC126336625/LOC126266840/LOC126266657/LOC126272926/LOC126277893",14,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00981","Insect hormone biosynthesis","8/275","10/560",0.8,1.62909090909091,1.97007103306153,0.0472035588215934,0.337418031576575,0.337418031576575,"LOC126343702/LOC126320178/LOC126299150/LOC126293679/LOC126305900/LOC126343748/LOC126268026/LOC126281446",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko01524","Platinum drug resistance","8/275","10/560",0.8,1.62909090909091,1.97007103306153,0.0472035588215934,0.337418031576575,0.337418031576575,"LOC126281404/LOC126336713/LOC126282396/LOC126278346/LOC126336888/LOC126331335/LOC126299541/LOC126336724",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00020","Citrate cycle (TCA cycle)","6/275","7/560",0.857142857142857,1.74545454545455,1.94785866856086,0.0557259546058329,0.358503641297525,0.358503641297525,"LOC126297871/LOC126365941/LOC126278052/LOC126334596/LOC126335505/LOC126349195",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00680","Methane metabolism","6/275","7/560",0.857142857142857,1.74545454545455,1.94785866856086,0.0557259546058329,0.358503641297525,0.358503641297525,"LOC126281954/LOC126325353/LOC126295405/LOC126281958/LOC126293368/LOC126284898",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04914","Progesterone-mediated oocyte maturation","6/275","7/560",0.857142857142857,1.74545454545455,1.94785866856086,0.0557259546058329,0.358503641297525,0.358503641297525,"LOC126272743/LOC126284276/LOC126282371/LOC126279072/LOC126299541/LOC126281636",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00830","Retinol metabolism","9/275","12/560",0.75,1.52727272727273,1.81211382223422,0.0626898682109516,0.378098267647302,0.378098267647302,"LOC126281562/LOC126281954/LOC126336628/LOC126266939/LOC126341237/LOC126272831/LOC126272928/LOC126336625/LOC126272926",9,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04111","Cell cycle - yeast","9/275","12/560",0.75,1.52727272727273,1.81211382223422,0.0626898682109516,0.378098267647302,0.378098267647302,"LOC126326589/LOC126293483/LOC126284276/LOC126266967/LOC126355331/LOC126356254/LOC126336750/LOC126354268/LOC126272289",9,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko00983","Drug metabolism - other enzymes","17/275","26/560",0.653846153846154,1.33146853146853,1.69866668984756,0.0663798740581485,0.388221687673414,0.388221687673414,"LOC126292317/LOC126281562/LOC126281404/LOC126336713/LOC126282396/LOC126336888/LOC126336628/LOC126266939/LOC126277880/LOC126331335/LOC126341237/LOC126272831/LOC126336724/LOC126272928/LOC126336625/LOC126284573/LOC126272926",17,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00380","Tryptophan metabolism","7/275","9/560",0.777777777777778,1.58383838383838,1.73295753193159,0.0796651424392033,0.439296356879036,0.439296356879036,"LOC126350022/LOC126335010/LOC126267535/LOC126336244/LOC126281446/LOC126336251/LOC126266840",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04114","Oocyte meiosis","7/275","9/560",0.777777777777778,1.58383838383838,1.73295753193159,0.0796651424392033,0.439296356879036,0.439296356879036,"LOC126272743/LOC126284276/LOC126282371/LOC126279072/LOC126270526/LOC126353858/LOC126354268",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko00230","Purine metabolism","15/275","23/560",0.652173913043478,1.32806324110672,1.57682743371939,0.0856552097707901,0.459207096826736,0.459207096826736,"LOC126335184/LOC126299365/LOC126281265/LOC126272511/LOC126335182/LOC126335481/LOC126298865/LOC126324953/LOC126277880/LOC126267230/LOC126266788/LOC126354610/LOC126293737/LOC126299364/LOC126359832",15,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00140","Steroid hormone biosynthesis","8/275","11/560",0.727272727272727,1.48099173553719,1.58123932117153,0.0999290400914084,0.470723345269999,0.470723345269999,"LOC126281562/LOC126336628/LOC126266939/LOC126341237/LOC126272831/LOC126272928/LOC126336625/LOC126272926",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko04068","FoxO signaling pathway","8/275","11/560",0.727272727272727,1.48099173553719,1.58123932117153,0.0999290400914084,0.470723345269999,0.470723345269999,"LOC126279111/LOC126298299/LOC126272743/LOC126279072/LOC126278052/LOC126299541/LOC126334959/LOC126278501",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00360","Phenylalanine metabolism","5/275","6/560",0.833333333333333,1.6969696969697,1.68455214806755,0.0999982236065801,0.470723345269999,0.470723345269999,"LOC126336714/LOC126335010/LOC126272037/LOC126269845/LOC126283954",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko01210","2-Oxocarboxylic acid metabolism","5/275","6/560",0.833333333333333,1.6969696969697,1.68455214806755,0.0999982236065801,0.470723345269999,0.470723345269999,"LOC126298104/LOC126365941/LOC126272037/LOC126334596/LOC126335505",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Broad KEGG reference map"
"ko04113","Meiosis - yeast","5/275","6/560",0.833333333333333,1.6969696969697,1.68455214806755,0.0999982236065801,0.470723345269999,0.470723345269999,"LOC126293483/LOC126284276/LOC126356254/LOC126336750/LOC126354268",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko00480","Glutathione metabolism","14/275","22/560",0.636363636363636,1.29586776859504,1.38952920688035,0.120179879607118,0.552255161051757,0.552255161051758,"LOC126281404/LOC126336713/LOC126297494/LOC126278697/LOC126282396/LOC126336888/LOC126284808/LOC126277880/LOC126331335/LOC126335505/LOC126336724/LOC126336692/LOC126336695/LOC126278485",14,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00250","Alanine, aspartate and glutamate metabolism","6/275","8/560",0.75,1.52727272727273,1.4742141788631,0.131381097834958,0.578243838315374,0.578243838315374,"LOC126354727/LOC126324953/LOC126272037/LOC126268126/LOC126299364/LOC126299043",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00860","Porphyrin metabolism","10/275","15/560",0.666666666666667,1.35757575757576,1.37773365270736,0.13182761080765,0.578243838315374,0.578243838315374,"LOC126281562/LOC126336628/LOC126266939/LOC126341237/LOC126334891/LOC126272831/LOC126272928/LOC126271720/LOC126336625/LOC126272926",10,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00310","Lysine degradation","7/275","10/560",0.7,1.42545454545455,1.33236017842889,0.15540883754696,0.65277108407627,0.65277108407627,"LOC126350022/LOC126336244/LOC126298275/LOC126281446/LOC126336251/LOC126266840/LOC126349195",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00330","Arginine and proline metabolism","12/275","19/560",0.631578947368421,1.28612440191388,1.24532551606402,0.155582745427505,0.65277108407627,0.65277108407627,"LOC126278249/LOC126281672/LOC126278697/LOC126352958/LOC126350022/LOC126335010/LOC126284808/LOC126272037/LOC126299043/LOC126281446/LOC126266840/LOC126278485",12,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00410","beta-Alanine metabolism","8/275","12/560",0.666666666666667,1.35757575757576,1.22890477599792,0.174407383852322,0.663840535733777,0.663840535733777,"LOC126292317/LOC126335256/LOC126350022/LOC126284808/LOC126268126/LOC126281446/LOC126336251/LOC126266840",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00650","Butanoate metabolism","4/275","5/560",0.8,1.62909090909091,1.38676138734208,0.175419001670583,0.663840535733777,0.663840535733777,"LOC126299549/LOC126336244/LOC126268126/LOC126336251",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00720","Other carbon fixation pathways","4/275","5/560",0.8,1.62909090909091,1.38676138734208,0.175419001670583,0.663840535733777,0.663840535733777,"LOC126365941/LOC126334596/LOC126335505/LOC126336244",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04530","Tight junction","4/275","5/560",0.8,1.62909090909091,1.38676138734208,0.175419001670583,0.663840535733777,0.663840535733777,"LOC126267179/LOC126354218/LOC126284030/LOC126356108",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04540","Gap junction","4/275","5/560",0.8,1.62909090909091,1.38676138734208,0.175419001670583,0.663840535733777,0.663840535733777,"LOC126267179/LOC126282371/LOC126267042/LOC126355586",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko01523","Antifolate resistance","6/275","9/560",0.666666666666667,1.35757575757576,1.06136153339755,0.234813008626467,0.871517512786694,0.871517512786694,"LOC126298974/LOC126325353/LOC126266788/LOC126354610/LOC126293737/LOC126297511",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01212","Fatty acid metabolism","7/275","11/560",0.636363636363636,1.29586776859504,0.972652365944001,0.252498483094175,0.886040131585015,0.886040131585015,"LOC126285378/LOC126336244/LOC126284002/LOC126275659/LOC126336251/LOC126356371/LOC126334918",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Lipid and membrane metabolism","Broad KEGG reference map"
"ko04152","AMPK signaling pathway","7/275","11/560",0.636363636363636,1.29586776859504,0.972652365944001,0.252498483094175,0.886040131585015,0.886040131585015,"LOC126285378/LOC126278052/LOC126281958/LOC126299541/LOC126281636/LOC126356371/LOC126334918",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04218","Cellular senescence","7/275","11/560",0.636363636363636,1.29586776859504,0.972652365944001,0.252498483094175,0.886040131585015,0.886040131585015,"LOC126272743/LOC126326589/LOC126282371/LOC126279072/LOC126299541/LOC126353858/LOC126281636",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00240","Pyrimidine metabolism","8/275","13/560",0.615384615384615,1.25314685314685,0.906359240685342,0.266064674057358,0.91697289451911,0.91697289451911,"LOC126292317/LOC126335184/LOC126335182/LOC126335481/LOC126277880/LOC126337076/LOC126359832/LOC126284573",8,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko05418","Fluid shear stress and atherosclerosis","10/275","17/560",0.588235294117647,1.19786096256684,0.813082257453621,0.285548878647872,0.966858483842794,0.966858483842794,"LOC126298299/LOC126281404/LOC126336713/LOC126356132/LOC126282396/LOC126336888/LOC126331335/LOC126299541/LOC126353858/LOC126336724",10,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Core metabolism or cross-domain"
"ko01230","Biosynthesis of amino acids","12/275","21/560",0.571428571428571,1.16363636363636,0.750144458839891,0.298846147033105,0.99443631685154,0.99443631685154,"LOC126298104/LOC126281532/LOC126365941/LOC126325353/LOC126295405/LOC126272037/LOC126269845/LOC126334596/LOC126335505/LOC126293368/LOC126299542/LOC126284898",12,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Amino acid and nitrogen metabolism","Broad KEGG reference map"
