"gene_id","Diet 33","Diet 50","Diet 83","intersection"
"LOC126266590",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266593",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266596",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266597",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266599",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266610",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126266629",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266641",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266649",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266657",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266662",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126266672",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266674",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266675",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266677",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266679",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266685",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126266696",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266713",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266714",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266725",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266728",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266744",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266746",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266748",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266750",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266752",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266759",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266760",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266765",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266779",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266789",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266799",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266819",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126266822",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266824",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266827",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266830",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266832",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266835",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126266840",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266859",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266870",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266899",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126266911",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266913",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126266938",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266948",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266958",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266959",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266960",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266976",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266982",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266984",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267002",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267006",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267013",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267019",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267027",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267028",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267029",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267031",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267032",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267038",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267041",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267042",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267056",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267060",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267061",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267066",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267073",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267081",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126267104",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267106",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267107",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267114",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267115",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267118",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267127",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267131",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267133",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267139",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267148",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267153",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267154",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267159",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267162",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267163",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267166",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267172",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267179",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267190",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267191",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267194",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267211",FALSE,FALSE,TRUE,"Diet 83"
