"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","scenario","comparison_type","comparison","numerator","denominator","diet","significant","direction","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class","phase_shift","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","neglog10_padj","priority_score","phase_interpretation"
7.32504618755364,5.78621945343161,1.65698073791867,3.49202577979251,0.000479371978085481,0.00856087023050782,"LOC126299138","All samples","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up + Solitarious-up",-0.31292442444199,1.84377195885365,-1.84377195885365,1.21792310996967,0.0213109688436357,0.00894963790422963,"Discordant phase direction","Shared head/thorax phase DEG","Mixed head/thorax phase signal",NA,"Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family",NA,"ko:K14388",NA,"SSF",2.06748208612917,29.6974734984144,"Mixed head/thorax phase signal"
4.28741859751331,3.46633687427344,0.992762835061339,3.49160620427463,0.000480125545193474,0.00605196265726518,"LOC126336760","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up + Solitarious-up",0.0346257160389449,1.1529131531805,-1.08366172110261,1.1529131531805,0.0185448744907512,1.17522123516364e-05,"Discordant phase direction","Shared head/thorax phase DEG","Mixed head/thorax phase signal",NA,"Kazal type serine protease inhibitors","GO:0003002,GO:0007275,GO:0007389,GO:0007444,GO:0007447,GO:0007450,GO:0008150,GO:0009888,GO:0009953,GO:0032501,GO:0032502,GO:0035220,GO:0035222,GO:0035295,GO:0048190,GO:0048513,GO:0048731,GO:0048856,GO:0060429",NA,NA,"Kazal_2",2.21810376039004,26.837353787844,"Mixed head/thorax phase signal"
94.5448877667545,5.30903586576594,0.655539874239266,8.09872301349618,5.55390754048741e-16,1.28231970642746e-13,"LOC126299510","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.52910129010426,1.90667013779666,1.15153244241187,1.90667013779666,0.0187359829127384,0.00259028624176625,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Trypsin-like serine protease",NA,"ko:K01312","ko04080,ko04972,ko04974,ko05164,map04080,map04972,map04974,map05164","Trypsin",12.8920036835323,40.1077096870949,"Infected expression is more gregarious-like than control"
90.5083260629949,4.44618530708526,0.624351025499302,7.12129094931747,1.06920814007315e-12,1.22613252273652e-10,"LOC126284817","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",2.17842330698672,2.64813135083079,2.64813135083079,1.70871526314266,8.07290029066724e-21,0.000558913441848258,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Belongs to the small heat shock protein (HSP20) family",NA,NA,NA,NA,9.91146258790666,37.0057792458227,"Infected expression is more gregarious-like than control"
4901.17663135133,3.90714867119163,0.575112149265638,6.79371610594677,1.09281335329696e-11,1.03525399158293e-09,"LOC126272290","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.45828513072184,1.61923976116,1.29733050028369,1.61923976116,0.0320035907219217,2.57378217599457e-06,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process",NA,"ko:K01435","ko00780,ko01100,ko04977,map00780,map01100,map04977","CN_hydrolase",8.98495308633237,34.511341518684,"Infected expression is more gregarious-like than control"
75.3734751224743,-2.12032433668058,0.398882658917557,-5.31565935314029,1.06271798760113e-07,4.47750683615813e-06,"LOC126353822","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.13460752605223,3.02476764078436,1.2444474113201,3.02476764078436,0.0335803135857789,2.99540583627317e-17,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,NA,"GO:0000003,GO:0005575,GO:0005576,GO:0005615,GO:0008150,GO:0032501,GO:0032504,GO:0044421",NA,NA,NA,5.34896374240724,30.4940557198722,"Infected expression is more solitarious-like than control"
1694.39965935505,2.63870823496088,0.594702863715166,4.43701955372574,9.12130107334366e-06,0.000240273029310255,"LOC126340122","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",3.7198707177608,4.090985780828,3.3487556546936,4.090985780828,1.64112638269803e-38,2.06058536194722e-76,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,NA,NA,NA,NA,NA,3.61929497609211,30.348988991881,"Infected expression is more gregarious-like than control"
4139.55636544587,2.28982146357698,0.443872262607971,5.15873970165006,2.4861766808723e-07,5.7296427787383e-05,"LOC126336415","All samples","Infection within diet","Diet 83: infected vs control","Infected","Control",83,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.66173982426754,2.00674689761559,1.3167327509195,2.00674689761559,0.0144700836965658,2.79137266264923e-05,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Hemocyanin, all-alpha domain",NA,NA,NA,NA,4.24187245378459,28.5384408149772,"Infected expression is more gregarious-like than control"
31.922895006019,-2.41159311959884,0.583269875744238,-4.1346094147614,3.55558826421073e-05,0.00075319211396864,"LOC126299150","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.61313380918504,2.96902281163624,2.25724480673384,2.96902281163624,1.23695171511943e-18,1.55354780125552e-22,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like","Cyp314a1","heme binding. It is involved in the biological process described with oxidation-reduction process","GO:0000003,GO:0001667,GO:0001700,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0004501,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006629,GO:0006694,GO:0006928,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007295,GO:0007297,GO:0007298,GO:0007391,GO:0007399,GO:0007417,GO:0007494,GO:0008150,GO:0008152,GO:0008202,GO:0008258,GO:0008395,GO:0008610,GO:0009058,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009987,GO:0010631,GO:0010817,GO:0016331,GO:0016477,GO:0016491,GO:0016705,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0034754,GO:0035074,GO:0035209,GO:0035295,GO:0040007,GO:0040011,GO:0042180,GO:0042181,GO:0042445,GO:0042446,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045455,GO:0045456,GO:0048468,GO:0048477,GO:0048565,GO:0048589,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0051179,GO:0051674,GO:0051704,GO:0055114,GO:0055123,GO:0060429,GO:0065007,GO:0065008,GO:0071704,GO:0090130,GO:0090132,GO:1901360,GO:1901362,GO:1901576","ko:K10723","ko00981,map00981","p450",3.12309423575818,28.5037101669933,"Infected expression is more solitarious-like than control"
6998.06786292534,2.63888225908711,0.562218343145051,4.69369648155767,2.68312039412979e-06,8.33461349312985e-05,"LOC126332220","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.50277638794618,1.57376893047143,1.43178384542092,1.57376893047143,0.03630815671388,0.0229666839639537,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,NA,NA,NA,NA,NA,4.07911453521126,28.2917657247698,"Infected expression is more gregarious-like than control"
2.29274659940621,-3.24622730416542,1.0470450080948,-3.10037035568532,0.00193278804501191,0.0179421078895446,"LOC126273136","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.49512414899741,3.26154714565487,1.72870115233994,3.26154714565487,4.39180804979203e-21,2.93628197290758e-15,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like","PebIII","Insect pheromone-binding family, A10/OS-D","GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707","ko:K15127",NA,"OS-D",1.7461265361514,28.2539009859717,"Infected expression is more solitarious-like than control"
1180.9113322991,-2.86818527105115,0.689086310337845,-4.16230191780321,3.15055406388147e-05,0.0019208378030744,"LOC126293692","All samples","Infection within diet","Diet 83: infected vs control","Infected","Control",83,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.02601295762931,2.10874286340433,1.94328305185428,2.10874286340433,4.65324263699517e-16,7.8212369902237e-14,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,"synaptic vesicle","GO:0005575,GO:0016020,GO:0016021,GO:0031224,GO:0044425","ko:K06258","ko04512,map04512","MFS_1",2.71650930572849,27.693437440184,"Infected expression is more solitarious-like than control"
108.227684442498,-2.8463601840636,0.860745546745368,-3.30685438318698,0.00094349924044004,0.0141020463628833,"LOC126291424","All samples","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.42391694554656,2.91599555149871,2.91599555149871,1.93183833959442,2.41238605897447e-22,7.99584787511589e-08,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,NA,NA,NA,NA,NA,1.85071786183943,27.6130735974017,"Infected expression is more solitarious-like than control"
43.0410764202337,1.26106656026271,0.254224688018303,4.9604409787767,7.03333293914678e-07,2.55410461875873e-05,"LOC126292108","All samples","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.10614104566665,1.2019990031046,1.2019990031046,1.01028308822871,6.63809122512516e-07,0.00192383292720236,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Aldo/keto reductase family",NA,NA,NA,NA,4.59276131755848,27.0558268809258,"Infected expression is more gregarious-like than control"
