"gene_id","Infection within diets","Diet DEGs in controls","Diet DEGs in infected","Infection vs control","intersection"
"LOC126278196",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278199",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126278220",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278225",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278232",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278249",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278259",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278260",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278265",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278268",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278279",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278289",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278308",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278341",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278345",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278346",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126278364",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278365",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278381",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278382",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278383",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278384",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278385",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278393",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278395",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126278403",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278410",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278436",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278442",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278447",TRUE,TRUE,FALSE,TRUE,"Infection within diets + Diet DEGs in controls + Infection vs control"
"LOC126278456",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278457",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126278467",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126278485",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126278490",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126278501",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278507",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278514",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278530",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278545",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278546",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126278549",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278551",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126278559",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278567",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278608",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278622",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278644",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278673",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278678",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278697",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278704",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278707",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278735",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278758",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278849",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278890",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278893",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278946",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278953",FALSE,TRUE,TRUE,FALSE,"Diet DEGs in controls + Diet DEGs in infected"
"LOC126278962",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278964",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278972",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278999",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126279005",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279018",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279019",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126279028",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279039",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279052",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279072",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279091",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279111",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279122",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279135",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279221",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279309",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279406",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279611",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279690",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279732",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279746",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126279835",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126279923",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126280394",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126280462",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126280729",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126280853",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126280991",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281065",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281097",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281164",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281165",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281178",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281182",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281204",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126281231",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281237",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281245",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281263",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281265",FALSE,TRUE,TRUE,FALSE,"Diet DEGs in controls + Diet DEGs in infected"
"LOC126281275",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281276",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281280",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281291",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281296",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281298",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281299",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281300",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281302",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281303",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281308",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281310",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281330",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281335",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281351",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281357",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281373",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281393",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281396",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281398",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281399",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281404",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281406",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281410",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126281421",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281443",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281446",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281455",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281465",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126281481",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281483",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281485",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126281486",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281487",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281499",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281516",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281520",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281522",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281524",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281527",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281532",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281537",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281553",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281562",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281570",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281576",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281581",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281582",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281598",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281610",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281626",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281635",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281636",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281663",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281672",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281675",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281694",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281698",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281699",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281703",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281715",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281716",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281729",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281737",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281750",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281770",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281771",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281781",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281810",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281818",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281827",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126281835",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281857",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281860",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281861",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281862",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281878",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281897",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281906",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281914",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281915",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126281916",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281924",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281928",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281933",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126281934",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281935",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281936",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281943",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281949",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126281954",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281958",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281967",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126281978",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126281994",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282005",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282017",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282019",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282020",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282021",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282024",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282026",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126282030",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282034",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282035",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282038",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282043",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282072",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282073",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282077",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282079",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282089",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282100",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282101",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282112",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126282115",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282119",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282123",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282165",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282167",TRUE,TRUE,FALSE,TRUE,"Infection within diets + Diet DEGs in controls + Infection vs control"
"LOC126282173",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282175",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282177",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282181",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282207",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282209",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282257",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282259",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282268",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282270",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282271",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282335",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282346",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126282371",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282384",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282396",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282405",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282434",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282456",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282469",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126282517",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282528",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282679",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126282836",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126282979",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126282995",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283210",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126283383",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283788",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283952",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283954",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283957",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283960",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283961",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283962",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283972",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283976",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283979",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283982",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283987",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126283989",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284002",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284004",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284013",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284030",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284033",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284038",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284041",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284043",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284055",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284086",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284087",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284088",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284089",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284103",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284105",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284106",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284107",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284111",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284118",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284147",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284170",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284182",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284199",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284206",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284221",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284231",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284235",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284250",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284252",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284276",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284283",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284286",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284296",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284300",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284305",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284317",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284336",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284338",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284350",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126284367",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284371",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284373",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284375",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284379",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284383",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284387",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284413",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284417",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284425",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284426",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126284430",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284446",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284452",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284457",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284459",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126284460",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126284462",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284463",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126284466",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284491",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284502",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284507",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284530",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284543",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284548",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284552",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126284556",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126284570",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
