"gene_id","Infection within diets","Diet DEGs in controls","Diet DEGs in infected","Infection vs control","intersection"
"LOC126356089",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126356100",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356103",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126356108",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126356122",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356125",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356132",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356133",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356135",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356140",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356149",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356152",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356154",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356176",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356182",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356204",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356215",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356216",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356221",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356236",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356248",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356252",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
