Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126163903	ovarian-specific serine/threonine-protein kinase Lok-like [Schistocerca cancellata]	F GO:0004672 protein kinase activity
LOC126163903	ovarian-specific serine/threonine-protein kinase Lok-like [Schistocerca cancellata]	F GO:0005515 protein binding
LOC126163903	ovarian-specific serine/threonine-protein kinase Lok-like [Schistocerca cancellata]	F GO:0005524 ATP binding
LOC126163903	ovarian-specific serine/threonine-protein kinase Lok-like [Schistocerca cancellata]	P GO:0006468 protein phosphorylation
LOC126163747	uncharacterized protein LOC126163747 [Schistocerca cancellata]	F GO:0003824 catalytic activity
LOC126163919	AH receptor-interacting protein isoform X1 [Schistocerca piceifrons]	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC126163955	NAD(+) hydrolase sarm1 isoform X4 [Schistocerca cancellata]	F GO:0005515 protein binding
LOC126164011	kanadaptin isoform X2 [Schistocerca cancellata]	F GO:0005515 protein binding
LOC126164039	serine/threonine-protein kinase NLK isoform X1 [Schistocerca americana] 	F GO:0004672 protein kinase activity
LOC126164039	serine/threonine-protein kinase NLK isoform X1 [Schistocerca americana] 	F GO:0005524 ATP binding
LOC126164039	serine/threonine-protein kinase NLK isoform X1 [Schistocerca americana] 	P GO:0006468 protein phosphorylation
LOC126164060	zinc finger protein ZPR1 [Schistocerca cancellata]	F GO:0008270 zinc ion binding
LOC126164122	dynein axonemal light chain 1 [Schistocerca cancellata]	F GO:0005515 protein binding
LOC126163779	phosphatidylinositol-binding clathrin assembly protein-like [Schistocerca cancellata]	P GO:0048268 clathrin coat assembly
LOC126163779	phosphatidylinositol-binding clathrin assembly protein-like [Schistocerca cancellata]	F GO:0030276 clathrin binding
LOC126163779	phosphatidylinositol-binding clathrin assembly protein-like [Schistocerca cancellata]	C GO:0030136 clathrin-coated vesicle
LOC126163779	phosphatidylinositol-binding clathrin assembly protein-like [Schistocerca cancellata]	F GO:0005545 1-phosphatidylinositol binding
LOC126164138	carboxypeptidase E-like isoform X1 [Schistocerca cancellata] 	F GO:0004181 metallocarboxypeptidase activity
LOC126164138	carboxypeptidase E-like isoform X1 [Schistocerca cancellata] 	F GO:0008270 zinc ion binding
LOC126164138	carboxypeptidase E-like isoform X1 [Schistocerca cancellata] 	P GO:0006508 proteolysis
LOC126164211	NAD-dependent protein deacetylase sirtuin-1 isoform X2 [Schistocerca cancellata]	F GO:0070403 NAD+ binding
LOC126164257	40S ribosomal protein S24 isoform X3 [Schistocerca piceifrons] 	C GO:0005840 ribosome
LOC126164257	40S ribosomal protein S24 isoform X3 [Schistocerca piceifrons] 	F GO:0003735 structural constituent of ribosome
LOC126164257	40S ribosomal protein S24 isoform X3 [Schistocerca piceifrons] 	P GO:0006412 translation
LOC126164184	hypothetical protein PYW07_003658 [Mythimna separata]	F GO:0005515 protein binding
LOC126164293	uncharacterized protein LOC124551316 isoform X1 [Schistocerca americana]	F GO:0003700 DNA-binding transcription factor activity
LOC126164293	uncharacterized protein LOC124551316 isoform X1 [Schistocerca americana]	F GO:0008270 zinc ion binding
LOC126164356	cystathionine beta-synthase [Marmota monax]	P GO:0006520 amino acid metabolic process
LOC126164356	cystathionine beta-synthase [Marmota monax]	P GO:0006790 sulfur compound metabolic process
LOC126164356	cystathionine beta-synthase [Marmota monax]	P GO:0009058 biosynthetic process
LOC126163859	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like [Schistocerca cancellata]	F GO:0005515 protein binding
LOC126164382	protein YIF1B isoform X2 [Schistocerca cancellata] 	C GO:0005789 endoplasmic reticulum membrane
LOC126164382	protein YIF1B isoform X2 [Schistocerca cancellata] 	P GO:0006888 endoplasmic reticulum to Golgi vesicle-mediated transport
LOC126164465	protein flightless-1 [Schistocerca cancellata]	F GO:0051015 actin filament binding
LOC126164560	calcium-binding protein E63-1 isoform X2 [Schistocerca gregaria]	F GO:0005509 calcium ion binding
LOC126164544	target of rapamycin complex subunit lst8 [Schistocerca piceifrons] 	F GO:0005515 protein binding
LOC126163887	cytochrome P450 315a1, mitochondrial [Schistocerca cancellata]	F GO:0004497 monooxygenase activity
LOC126163887	cytochrome P450 315a1, mitochondrial [Schistocerca cancellata]	F GO:0005506 iron ion binding
LOC126163887	cytochrome P450 315a1, mitochondrial [Schistocerca cancellata]	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126163887	cytochrome P450 315a1, mitochondrial [Schistocerca cancellata]	F GO:0020037 heme binding
LOC126164648	solute carrier family 35 member G1-like isoform X1 [Schistocerca cancellata]	C GO:0016020 membrane
LOC126164686	protein spinster [Schistocerca cancellata]	F GO:0022857 transmembrane transporter activity
LOC126164686	protein spinster [Schistocerca cancellata]	P GO:0055085 transmembrane transport
LOC126164812	methionine synthase reductase-like isoform X1 [Schistocerca cancellata]	F GO:0016491 oxidoreductase activity
LOC126164885	5-hydroxytryptamine receptor 1A-like [Schistocerca cancellata]	C GO:0016020 membrane
LOC126164885	5-hydroxytryptamine receptor 1A-like [Schistocerca cancellata]	F GO:0004930 G protein-coupled receptor activity
LOC126164885	5-hydroxytryptamine receptor 1A-like [Schistocerca cancellata]	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126149026	probable cytochrome P450 6a13 [Schistocerca cancellata]	F GO:0004497 monooxygenase activity
LOC126149026	probable cytochrome P450 6a13 [Schistocerca cancellata]	F GO:0005506 iron ion binding
LOC126149026	probable cytochrome P450 6a13 [Schistocerca cancellata]	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126149026	probable cytochrome P450 6a13 [Schistocerca cancellata]	F GO:0020037 heme binding
LOC126095187	eukaryotic peptide chain release factor subunit 1-like [Schistocerca cancellata]	C GO:0005737 cytoplasm
LOC126095187	eukaryotic peptide chain release factor subunit 1-like [Schistocerca cancellata]	F GO:0003747 translation release factor activity
LOC126095187	eukaryotic peptide chain release factor subunit 1-like [Schistocerca cancellata]	P GO:0006415 translational termination
LOC126100930	malate dehydrogenase, cytoplasmic-like [Schistocerca cancellata]	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126164917	DDB1- and CUL4-associated factor 7-like [Schistocerca americana] 	F GO:0005515 protein binding
LOC126164933	uncharacterized protein LOC126164933 [Schistocerca cancellata]	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126149187	calsenilin [Schistocerca americana] 	F GO:0005509 calcium ion binding
LOC126164976	sulfite oxidase-like [Schistocerca cancellata]	F GO:0016491 oxidoreductase activity
LOC126164976	sulfite oxidase-like [Schistocerca cancellata]	F GO:0030151 molybdenum ion binding
LOC126164992	sulfite oxidase, mitochondrial-like isoform X1 [Schistocerca cancellata]	F GO:0016491 oxidoreductase activity
LOC126164992	sulfite oxidase, mitochondrial-like isoform X1 [Schistocerca cancellata]	F GO:0046872 metal ion binding
LOC126164992	sulfite oxidase, mitochondrial-like isoform X1 [Schistocerca cancellata]	F GO:0097159 organic cyclic compound binding
LOC126115034	uncharacterized protein LOC126115034, partial [Schistocerca cancellata]	F GO:0004601 peroxidase activity
LOC126115034	uncharacterized protein LOC126115034, partial [Schistocerca cancellata]	F GO:0020037 heme binding
