"gene_id","Infection within diets","Diet DEGs in controls","Diet DEGs in infected","Infection vs control","intersection"
"LOC126278623",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126278629",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278638",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126278643",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278648",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278651",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278673",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278678",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278697",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278700",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278704",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278707",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278708",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278713",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278724",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278728",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278734",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278735",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278743",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278758",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278778",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126278781",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278800",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278814",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278816",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278820",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278823",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278827",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126278849",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126278863",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
