"gene_id","Diet 33","Diet 50","Diet 83","intersection"
"LOC126266593",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266596",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266604",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266642",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266649",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266650",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266655",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266657",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266662",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266665",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266672",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266675",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266677",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266679",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266681",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266713",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266714",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266728",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266748",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266759",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266760",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266822",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266828",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266832",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266835",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126266840",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266862",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126266909",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266913",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266926",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266938",TRUE,FALSE,FALSE,"Diet 33"
"LOC126266950",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266957",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266959",FALSE,TRUE,FALSE,"Diet 50"
"LOC126266967",FALSE,FALSE,TRUE,"Diet 83"
"LOC126266982",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126266984",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267000",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267002",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267016",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267019",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267038",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267060",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267104",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267107",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267114",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267154",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267162",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267163",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267165",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267179",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267190",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126267215",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267216",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267222",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267226",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267234",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267249",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267253",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267259",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267263",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267275",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267280",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267290",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267315",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267333",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267343",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267350",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267351",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267391",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267400",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267409",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267422",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267432",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267442",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267472",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267473",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267477",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267478",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267535",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126267545",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267554",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267568",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267575",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267627",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267629",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267652",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267711",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267806",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267869",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267876",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267936",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267953",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267979",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267980",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267982",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267984",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267985",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267997",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268014",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268015",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268028",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268030",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268031",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268068",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268069",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268126",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268128",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268132",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268133",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268138",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268155",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268164",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268172",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268173",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268182",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268185",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268194",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126268197",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268199",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268200",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268205",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268218",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268397",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268521",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126268712",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126268728",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126268831",FALSE,FALSE,TRUE,"Diet 83"
"LOC126269352",FALSE,TRUE,FALSE,"Diet 50"
"LOC126269384",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126269416",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126269432",FALSE,FALSE,TRUE,"Diet 83"
"LOC126269625",FALSE,TRUE,FALSE,"Diet 50"
"LOC126269996",FALSE,TRUE,FALSE,"Diet 50"
"LOC126270012",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126270294",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126270553",FALSE,TRUE,FALSE,"Diet 50"
"LOC126270657",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271206",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271434",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271480",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271496",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271532",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271618",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271634",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271720",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271741",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271849",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271850",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126271872",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271895",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271900",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271907",TRUE,FALSE,FALSE,"Diet 33"
"LOC126271917",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126271923",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271928",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271938",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271945",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271949",TRUE,FALSE,FALSE,"Diet 33"
"LOC126271955",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126271968",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271975",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271983",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271989",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271991",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272037",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272038",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272055",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272063",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272080",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272081",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272082",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272087",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272088",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272090",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272096",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272116",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272126",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272129",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272136",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272139",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272144",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272149",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272159",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272253",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272289",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272290",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272296",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272310",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272321",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272322",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272336",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272353",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272361",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272362",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272363",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272370",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272382",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272386",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272393",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272399",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272419",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272450",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272458",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272463",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272507",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272508",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272510",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272512",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272513",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272535",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272556",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272566",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272576",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272582",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272584",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272589",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272599",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272608",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272609",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272615",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272618",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272678",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272691",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272718",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272722",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272724",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272743",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272746",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272748",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272750",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272753",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272754",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272767",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272787",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272801",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272831",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272836",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272850",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272858",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272860",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272864",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272875",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272888",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272899",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272926",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272928",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272931",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272961",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272992",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272997",FALSE,FALSE,TRUE,"Diet 83"
"LOC126273028",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273029",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273030",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273032",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273033",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126273060",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273067",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273103",FALSE,FALSE,TRUE,"Diet 83"
"LOC126273130",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273140",FALSE,FALSE,TRUE,"Diet 83"
"LOC126273185",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273192",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273193",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273222",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273233",TRUE,FALSE,FALSE,"Diet 33"
"LOC126273243",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126273250",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273272",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273293",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273297",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273306",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273334",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273343",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273393",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126273423",FALSE,TRUE,FALSE,"Diet 50"
"LOC126273558",FALSE,FALSE,TRUE,"Diet 83"
"LOC126273757",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273784",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126273842",FALSE,FALSE,TRUE,"Diet 83"
"LOC126274965",TRUE,FALSE,FALSE,"Diet 33"
"LOC126275296",TRUE,FALSE,FALSE,"Diet 33"
"LOC126275497",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126275659",TRUE,FALSE,FALSE,"Diet 33"
"LOC126275742",TRUE,FALSE,FALSE,"Diet 33"
"LOC126275923",FALSE,TRUE,FALSE,"Diet 50"
"LOC126276001",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126276148",FALSE,TRUE,FALSE,"Diet 50"
"LOC126276175",FALSE,TRUE,FALSE,"Diet 50"
"LOC126276533",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126276633",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126276893",FALSE,FALSE,TRUE,"Diet 83"
"LOC126276951",TRUE,FALSE,FALSE,"Diet 33"
"LOC126277228",FALSE,TRUE,FALSE,"Diet 50"
"LOC126277383",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126277750",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126277867",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126277871",TRUE,FALSE,FALSE,"Diet 33"
"LOC126277880",FALSE,FALSE,TRUE,"Diet 83"
"LOC126277893",FALSE,TRUE,FALSE,"Diet 50"
"LOC126277896",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126277903",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126277907",FALSE,TRUE,FALSE,"Diet 50"
"LOC126277916",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126277952",FALSE,FALSE,TRUE,"Diet 83"
"LOC126277955",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126277966",TRUE,FALSE,FALSE,"Diet 33"
"LOC126277977",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278002",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278009",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278010",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278019",FALSE,FALSE,TRUE,"Diet 83"
